sku,category,family,sub_model_id,sub_model_name_th,sub_model_name_en,screen_size,chip,capacity,color_th,color_en,color_hex,price_thb,in_stock,dimensions_mm,weight_grams,display_specs,camera_specs,battery_specs,box_contents,local_image_nobg,image_url_highres,specs_url,buy_url
TH-MACBOOKAIR15-STARLIGHT-24GB512G-ECB6,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,สตาร์ไลท์,Starlight,#F0ECE1,61900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/starlight.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-starlight-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-MACBOOKAIR15-SPACEGRAY-16GB256G-CB29,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,สเปซเกรย์,Space Gray,#68696E,47900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-spacegray-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-MACBOOKAIR15-SPACEGRAY-16GB512G-D076,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,สเปซเกรย์,Space Gray,#68696E,54900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-spacegray-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-MACBOOKAIR15-SPACEGRAY-24GB512G-F645,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,สเปซเกรย์,Space Gray,#68696E,61900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/space-gray.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-spacegray-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-MACBOOKAIR15-SILVER-16GB256G-C1E9,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,เงิน,Silver,#E3E4E5,47900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-silver-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-MACBOOKAIR15-SILVER-16GB512G-24A4,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,เงิน,Silver,#E3E4E5,54900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-silver-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-MACBOOKAIR15-SILVER-24GB512G-6F5A,mac,MacBook Air,macbook-air-15,,MacBook Air 15-inch (M3),"15.3""",,,เงิน,Silver,#E3E4E5,61900,,340.4 x 237.6 x 11.5 มม.,"1,510 กรัม","จอภาพ Liquid Retina ขนาด 15.3 นิ้ว, ความละเอียด 2880 x 1864 พิกเซลที่ 224 ppi, ความสว่าง 500 นิต","กล้อง FaceTime HD 1080p, ระบบเสียง 6 ลำโพงพร้อมวูฟเฟอร์ตัดแรงสั่นสะเทือน",เล่นวิดีโอนานสูงสุด 18 ชั่วโมง,"MacBook Air 15 นิ้ว, สาย USB-C เป็น MagSafe 3 (2 ม.), อะแดปเตอร์แปลงไฟ USB-C ขนาดกะทัดรัดแบบพอร์ตคู่ 35W",data/images_transparent/mac/macbook-air/silver.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-silver-select-202402?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/macbook-air/specs/,https://www.apple.com/th/shop/buy-mac/macbook-air
TH-IMAC24M4-BLUE-M48CORE1-BEC3,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ฟ้า,Blue,#3E536B,44900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-blue-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-BLUE-M410CORE-3E23,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ฟ้า,Blue,#3E536B,51900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-blue-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-BLUE-M410CORE-EBD5,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ฟ้า,Blue,#3E536B,58900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-blue-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-BLUE-M410CORE-7258,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ฟ้า,Blue,#3E536B,65900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/blue.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-blue-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PURPLE-M48CORE1-0D07,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ม่วง,Purple,#D1CDDA,44900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-purple-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PURPLE-M410CORE-DBD1,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ม่วง,Purple,#D1CDDA,51900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-purple-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PURPLE-M410CORE-D14D,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ม่วง,Purple,#D1CDDA,58900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-purple-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PURPLE-M410CORE-55E8,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ม่วง,Purple,#D1CDDA,65900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/purple.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-purple-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PINK-M48CORE1-D859,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ชมพู,Pink,#E3A3B1,44900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-pink-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PINK-M410CORE-2395,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ชมพู,Pink,#E3A3B1,51900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-pink-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PINK-M410CORE-2EDF,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ชมพู,Pink,#E3A3B1,58900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-pink-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-PINK-M410CORE-340D,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ชมพู,Pink,#E3A3B1,65900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/pink.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-pink-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-ORANGE-M48CORE1-A1D5,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ส้ม,Orange,#E7643E,44900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/orange.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-orange-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-ORANGE-M410CORE-487A,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ส้ม,Orange,#E7643E,51900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/orange.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-orange-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
TH-IMAC24M4-ORANGE-M410CORE-266C,mac,iMac,imac-24-m4,,iMac 24-inch (M4),"24""",,,ส้ม,Orange,#E7643E,58900,,547 x 461 x 147 มม.,"4,420 กรัม (รุ่น 2 พอร์ต) / 4,440 กรัม (รุ่น 4 พอร์ต)","จอภาพ 4.5K Retina ขนาด 24 นิ้ว, ความละเอียด 4480 x 2520 พิกเซลที่ 218 ppi, ความสว่าง 500 นิต, แสดงผลได้กว่า 1 พันล้านสี, มีตัวเลือกกระจก Nano-texture","กล้อง 12MP Center Stage รองรับ Desk View และวิดีโอ 1080p HD, ระบบเสียง 6 ลำโพงพร้อมระบบตัดเสียงสะท้อนระดับสตูดิโอ",ใช้ไฟกระแสสลับ 100-240V AC ผ่านอะแดปเตอร์แปลงไฟ 143W พร้อมพอร์ต Gigabit Ethernet,"iMac 24 นิ้ว, Magic Keyboard พร้อม Touch ID (ตามรุ่น), Magic Mouse, อะแดปเตอร์แปลงไฟ 143W, สายไฟ (2 ม.), สาย USB-C เป็น USB-C",data/images_transparent/mac/imac/orange.png,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/imac-touch-id-orange-selection-hero-202410?wid=2560&hei=2560&fmt=jpeg&qlt=95,https://www.apple.com/th/imac/specs/,https://www.apple.com/th/shop/buy-mac/imac
